paper_id,concept
2348339,Scalability
2348339,Reuse
2348339,"Graphics processing unit"
1835455,"Hash function"
1835455,"Nearest neighbor search"
1835455,Autodidacticism
1835455,"Hamming distance"
1835455,"Binary code"
1835455,"Supervised learning"
1835455,"Semantic memory"
1835455,"Forward error correction"
1009102,"Information retrieval"
1009102,"Bilingual dictionary"
1009102,"Translation (biology)"
1009102,Vocabulary
1009102,"Cross-language information retrieval"
1009102,"Web search engine"
1009102,"World Wide Web"
1009102,Translation
1009022,"Machine translation"
1009022,"Cross-language information retrieval"
1009022,"World Wide Web"
1009022,Monolingualism
1009022,"Text corpus"
1009022,Vocabulary
1009022,"Information retrieval"
1009022,Statistics
1572011,"Software framework"
1572011,Music
1572011,"Music information retrieval"
1572011,"Application domain"
1572011,"Supervised learning"
1572011,"Information retrieval"
1572011,"Locality-sensitive hashing"
1572011,"Multimodal interaction"
2484127,"Bias of an estimator"
2484127,"New product development"
2484127,"Information retrieval"
2484127,"Computer performance"
2767764,"Adobe Flash"
2767764,"Web search engine"
2767764,Cache
2767764,"Solid-state drive"
2767764,"Hard disk drive"
2767764,"Flash memory"
2767764,"Compact space"
2767764,Input/output
1572132,"Internet forum"
1572132,"User (computing)"
1572132,"World Wide Web"
1572132,"Social network"
1572132,"Application software"
2348375,"Data structure"
2348375,"Mobile application development"
2348375,"Information retrieval"
2348375,"World Wide Web"
2348375,Sensor
2348375,"Visual system"
2348375,"Game engine"
1572100,"Learning to rank"
1572100,"Scientific modelling"
1572100,"Information retrieval"
1572100,"Empirical research"
1572100,"Tikhonov regularization"
1572100,"Web search engine"
1572100,Average
122885,"Object-oriented modeling"
122885,"Recall (memory)"
1148259,"Linear model"
1148259,"Collaborative filtering"
1148259,"Recommender system"
1148259,"Information overload"
2010130,"Information retrieval"
2010130,Ranking
2010130,"Web 2.0"
2010130,Probability
2609518,Patent
2609518,"Prior art"
2609518,Citation
2609518,Society
2609518,"Economic growth"
1572149,"Web search engine"
1572149,"World Wide Web"
1390529,"Support vector machine"
1390529,"Rocchio algorithm"
1390529,"Document classification"
1390529,Centroid
1390529,"Information retrieval"
1390529,"Information needs"
1390529,"Array data structure"
1277889,"Document classification"
1277889,Semantics
1277889,Disease
1277889,"Sentence (linguistics)"
1277889,Cure
1277889,"Model theory"
1009062,"Data integration"
1009062,"World Wide Web"
1009062,"Semantic Web"
1009062,Semantics
1009062,"Business process"
860443,"Support vector machine"
860443,"Statistical classification"
860443,"Naive Bayes classifier"
860443,"Positive-definite kernel"
860443,"Decision tree learning"
860443,"Text Retrieval Conference"
860443,"Machine learning"
860443,"Question answering"
2609597,"Continuous function"
2609597,Semantics
2609597,"Hash function"
2609597,"Associative array"
2609597,"String (computer science)"
2609597,Embedding
2609597,"Information geometry"
1390429,"Document clustering"
1390429,"Type theory"
1390429,Hyperlink
1390429,"Cluster analysis"
1390429,"Data type"
1076182,"Query expansion"
1076182,"World Wide Web"
1076182,"Machine translation"
1076182,Translation
1076182,"Web crawler"
1076182,"Information retrieval"
1277942,Rewriting
1277942,"Active learning"
1277942,"Relevance (information retrieval)"
1277942,Advertising
1277942,"Search engine marketing"
1277942,"World Wide Web"
2484171,"Relevance feedback"
2484171,"Session (computer science)"
2484171,"Text Retrieval Conference"
2484171,"Information needs"
2484171,"Document retrieval"
2484171,"Information retrieval"
2484171,"User (computing)"
2767697,Autocomplete
2767697,"Negative feedback"
2767697,"Relevance (information retrieval)"
2767697,"Yahoo! Search"
2767697,"Information retrieval"
2767697,Ranking
2348468,Emotion
2348468,"Tag (metadata)"
2348468,Sadness
2348468,Anger
2348468,Individual
2348468,Subjectivity
2484126,"Collaborative filtering"
2484126,"Recommender system"
2484126,Prediction
2484126,"Computer simulation"
2484126,"Training set"
2609562,"Attribute (computing)"
2609562,Scalability
2609562,"Object-oriented programming"
2609562,"Search algorithm"
2609562,"Inverted index"
2609562,"Cloud computing"
564393,"Adaptive filter"
564393,"Information filtering system"
564393,"Relevance (information retrieval)"
564393,"Cosine similarity"
564393,"Metric (mathematics)"
564393,"Decision theory"
1076046,"Image retrieval"
1076046,"User (computing)"
1076046,Interactivity
1076046,"Text-based (computing)"
1076046,"Information retrieval"
1076046,Vocabulary
2010131,"Domain knowledge"
2010131,"Feature selection"
2010131,Ranking
2010131,"Regression analysis"
2010131,"Information retrieval"
2767711,"Point of interest"
2767711,"Power law"
2767711,"Correlation and dependence"
2767711,"Bias of an estimator"
2767711,"Kernel (statistics)"
2767711,"Social network"
384012,"Maximum likelihood"
384012,"Anti-spam techniques"
384012,"Information filtering system"
384012,"Text Retrieval Conference"
384012,"Bias of an estimator"
384012,"Probability density function"
384012,"Information retrieval"
384012,"Text corpus"
1572086,"Cultural heritage"
1572086,Museum
1572086,"Web search engine"
1572086,Interactivity
1572086,Website
2610377,"Data compression"
2610377,"Resource Description Framework"
2610377,"Graph (mathematics)"
2610377,"Lossless data compression"
2610377,"Exploit (computer security)"
1390551,"Collaborative filtering"
1390551,"Recommender system"
1390551,"Software framework"
1009052,"Adaptive filter"
1009052,"Statistical classification"
1009052,"Information filtering system"
1009052,"Logistic regression"
1009052,"Document classification"
1009052,"Prior probability"
1009052,"Bias of an estimator"
1009052,"Regression analysis"
564387,"Language model"
564387,"Information retrieval"
564387,"Dirichlet distribution"
564387,Smoothing
564387,"Mixture model"
564387,"Resampling (statistics)"
564387,"Estimation theory"
384019,"Language model"
384019,Smoothing
384019,"Information retrieval"
384019,"Ad hoc"
384019,Ranking
384019,"Maximum likelihood"
384019,"Speech recognition"
2767853,"Game theory"
2767853,"Information retrieval"
2767853,"Software framework"
2767853,Ranking
2767853,"Web search engine"
2767853,"Session (computer science)"
2767853,"Cooperative game"
2767853,Crowdsourcing
2009920,Statistics
2009920,"Topic model"
2009920,"Trend analysis"
2009920,"Data integration"
2009920,"Web search engine"
1148335,"Information retrieval"
1148335,"Empirical risk minimization"
1148335,"Statistical model"
1148335,"Nuisance parameter"
1148335,"Mathematical optimization"
1148335,Risk
1148335,"Multi-task learning"
564485,"Bipartite graph"
564485,"Modeling language"
564485,Multilingualism
564485,"Dense graph"
564485,"Graph theory"
564485,"Glossary of graph theory"
564485,"Text mining"
564485,"Conceptual model"
564398,"Cluster analysis"
564398,"Graph (mathematics)"
564398,"Web document"
564398,"Bipartite graph"
2611183,Flickr
2611183,"Image hosting service"
2611183,Photograph
2611183,Internet
1009030,"Cluster analysis"
1009030,"Web search engine"
1009030,Ranking
1009030,"Regression analysis"
1009030,"Scientific method"
2484218,"Search algorithm"
2484218,XML
2484218,Headache
2484218,"Web search engine"
383989,"Protein domain"
383989,Annotation
383989,Dialogue
383989,Tf¿idf
383989,"Speech disfluency"
62497,"Knowledge representation and reasoning"
62497,"Knowledge base"
62497,"Information retrieval"
62497,Beagle
62497,Snoopy
62497,"Semantic memory"
62497,Hound
62497,"Episodic memory"
253216,"Relational database"
253216,"Information retrieval"
253216,Inference
253216,"Natural language"
253216,Semantics
253216,"Class (computer programming)"
511821,"Knowledge representation and reasoning"
511821,"Information retrieval"
511821,"Artificial intelligence"
511821,Inference
511821,Causality
511821,"Ex nihilo"
511821,Hypothesis
860439,"Language model"
860439,"Bayesian inference"
860439,"Information retrieval"
860439,"Ad hoc"
860439,"Multinomial distribution"
860439,"Pierre-Simon Laplace"
860439,"Linear interpolation"
860439,Smoothing
290956,"Web document"
1009133,"Acronym and initialism"
1009133,"Cross-validation (statistics)"
1009133,"Machine learning"
1009133,Dictionary
2767708,"Web search engine"
2767708,"World Wide Web"
2767708,"Latency (engineering)"
2767708,"News aggregator"
2767708,"Online and offline"
2767708,"Web search query"
2767708,Advertising
2767708,"Internment Serial Number"
2767846,"Web search engine"
2767846,"Text Retrieval Conference"
2767846,"Relevance (information retrieval)"
2767846,"Question answering"
2767846,"Yahoo! Answers"
2767846,"Web document"
2767846,Crowdsourcing
1277790,"Information retrieval"
1277790,"Text Retrieval Conference"
1277790,"Machine learning"
1277790,"Support vector machine"
1277790,"Statistical significance"
1277790,"Global optimum"
2348389,Semantics
2348389,"Document classification"
2484030,"Conceptual model"
2484030,"Location-based service"
2484030,"Recommender system"
2484030,"Point of interest"
2484030,"Social network"
2010188,EBay
2010188,"Conversion marketing"
2010188,"Clickthrough rate"
2010188,"Web search engine"
2010188,Probability
564443,Relevance
1277786,"Software framework"
1277786,"Information retrieval"
1277786,Usability
1277786,"Information seeking"
1277786,"Infinite impulse response"
1009153,"Abstraction (computer science)"
1009153,"Systems design"
1009153,"Information retrieval"
1009153,"Object-oriented programming"
1009153,Mind
1009153,Database
1009153,"Classification scheme"
1390442,"Convex optimization"
1390442,"Document classification"
1390442,"Active learning"
1390442,"Global optimum"
1390442,"Greedy algorithm"
1390442,NP-hard
1571979,"Matrix decomposition"
1571979,"Nonparametric regression"
1571979,"Collaborative filtering"
1571979,"Latent variable"
1571979,Netflix
1571979,"Non-parametric statistics"
1571979,"Principal component analysis"
1571979,"Machine learning"
1076080,"Latent semantic indexing"
1076080,"Multiclass classification"
1076080,"Dimension reduction"
1076080,"Unsupervised learning"
1076080,"Information retrieval"
1076080,"Data set"
1076080,"Correlation and dependence"
1076080,Prediction
2609494,"Hash function"
2609494,"Learning to rank"
2609494,Permutation
2609563,"Hash function"
2609563,Dictionary
2609563,"Discriminative model"
2609563,"Cross-media marketing"
2609563,"Map (mathematics)"
2609563,"Correlation and dependence"
2609563,"Euclidean space"
803140,Effectiveness
803140,Relevance
803140,"Information retrieval"
803140,"Cluster analysis"
803140,"Linear discriminant analysis"
803140,"Business process"
62451,"Information retrieval"
62451,Tf¿idf
62451,"Relevance (information retrieval)"
62451,"Semantic similarity"
62451,"Independence (probability theory)"
62451,Statistics
2767720,"Nearest neighbor search"
2767720,"Graph theory"
2767720,SimRank
2767720,"Identity matrix"
2767720,"Semantic similarity"
2767720,"Linear equation"
2767720,"Iterative method"
2609459,SimRank
2609459,"Identity matrix"
2609459,"Adjacency matrix"
2609459,"Array programming"
2609459,"Invertible matrix"
2609459,"Rank (linear algebra)"
2609459,"Inverse function"
2609459,Recursion
2348334,"Dynamic network analysis"
2348334,Precomputation
2348334,Iteration
2348334,"Matrix (mathematics)"
2348334,"O(1) scheduler"
253224,Genderqueer
253224,"Independence (probability theory)"
511761,"Information retrieval"
511761,"Text corpus"
511761,"Fuzzy set"
2484114,"Random walk"
2484114,"Recommender system"
253525,"Document clustering"
1835454,Bootstrapping
1835454,"Uniform Resource Locator"
1835454,"Cluster analysis"
1835454,"World Wide Web"
1835454,"Named entity recognition"
1835454,"Value (computer science)"
2010071,"News media"
2010071,"Media (communication)"
2010071,"Social media"
2010071,"Web search engine"
2010071,Probability
2009970,"Information needs"
2009970,Mind
2009970,"Web search query"
2009970,Ranking
2009970,"Information retrieval"
2009970,"Web search engine"
2009970,"Natural disaster"
2484197,"Document retrieval"
2484197,"Plain text"
2484197,Snowboard
2484197,"Pruning (decision trees)"
2484197,"Posterior probability"
2484197,"Machine learning"
2484197,"Cluster analysis"
2484197,"Statistical classification"
1572066,"Learning to rank"
1572066,"Training set"
1572066,"European Credit Transfer and Accumulation System"
2348496,"Web search engine"
2348496,"Learning to rank"
2348496,"Relevance (information retrieval)"
2348496,"Text Retrieval Conference"
2348496,"National Institute of Standards and Technology"
2348496,"Information retrieval"
1390437,"Sampling (statistics)"
1390437,"Discounted cumulative gain"
1390437,"Stratified sampling"
1390437,"Confidence interval"
1390437,"Uniform distribution (continuous)"
1390437,"Text Retrieval Conference"
1390437,Terabyte
1390435,"Spearman's rank correlation coefficient"
1390435,"Information retrieval"
1390435,"Rank correlation"
1390435,Probability
1835608,"Video advertising"
1835608,Video
1835608,"Digital video"
1835608,JavaScript
1277920,Standardization
1277920,"Language model"
1835521,"Anchor text"
1835521,"Web search engine"
1835521,Webgraph
1835521,Hyperlink
1835521,"Text Retrieval Conference"
1835521,"Web page"
1835521,"World Wide Web"
1835521,Terabyte
1277968,Engineer
1277968,"Software engineering"
1277968,"User (computing)"
1277968,"Enterprise search"
2632208,"Social media"
2632208,"Social network"
2632208,Authority
2632208,"Node (networking)"
2632208,"Computer network"
2632208,"Computer simulation"
2609486,"Selection bias"
2609486,Bias
2609486,"Bias (statistics)"
2609486,"Data collection"
2609486,"Value (personal and cultural)"
2609486,"Correlation and dependence"
2484230,"Social media"
2484230,Expert
2484230,LinkedIn
2484230,"Enterprise search"
2484230,Recruitment
2484230,"User-generated content"
2484230,Relevance
2484230,"Text Retrieval Conference"
1572123,"Plain text"
1572123,"Optical character recognition"
1572123,"Software documentation"
1572123,"Single-precision floating-point format"
2009980,"Travel literature"
2009980,"Scientific modelling"
2009980,Angle
1009097,MPEG-7
1009097,"Information retrieval"
1009097,"Cluster analysis"
1009097,"Vector space model"
1009097,"Document retrieval"
1009097,Video
1009097,"Music video"
2348373,"Social influence"
2348373,"Generative model"
2348373,"Statistical inference"
2348373,"Expectation¿maximization algorithm"
2348373,"Social group"
2348373,"Viral marketing"
2348373,Friendship
2348373,"Recommender system"
2348451,"Information retrieval"
2348451,"Hybrid (biology)"
2348451,"Scientific method"
2348451,"Text Retrieval Conference"
2348451,"3D printing"
1572080,Multilingualism
1572080,Wikipedia
1572080,"Graph theory"
1572080,"Word Association"
1572080,Dictionary
1572080,"Information retrieval"
2609636,Tf¿idf
2609636,"Relevance feedback"
2609636,"Transformation geometry"
2609636,"Text Retrieval Conference"
2609636,"Information retrieval"
1390554,"Mobile phone"
1390554,"Cluster analysis"
1390554,"Mobile Web"
1390554,"Mobile game"
1390554,Input/output
1390554,"Web search engine"
1390554,Map
384071,"Information extraction"
384071,"Web page"
384071,"Approximate string matching"
384071,"Adapter pattern"
2609471,"Scientific modelling"
2609471,Probability
2609471,"Expectation¿maximization algorithm"
2609471,"Document classification"
2609471,"Curve fitting"
2609471,"Topic model"
2609471,Orthogonality
122881,Inference
122881,"Information retrieval"
2609458,"Internet of Things"
2609458,"Correlation and dependence"
2609458,"Wireless sensor network"
2609458,"Radio-frequency identification"
2609458,"Social network"
2609458,"Matrix decomposition"
511825,"Information retrieval"
511825,Bibliography
511825,"Key (cryptography)"
511825,"Information science"
511825,Entropy
511825,Probability
511825,"Cluster analysis"
2484122,"Mobile application development"
2484122,Interoperability
2484122,"Windows Phone 7"
2484122,"Recommender system"
2484122,"Application software"
2484122,Statistics
2484122,"C (programming language)"
860455,"Document classification"
860455,Scalability
860455,"Tikhonov regularization"
860455,"Logistic regression"
860455,"Support vector machine"
860455,"Least squares"
2010120,"Data analysis"
2010120,"Social network"
1572112,Ranking
1572112,"Web search engine"
1572112,"Sampling (statistics)"
1572112,"Learning to rank"
1572112,"Training set"
1572112,"Greedy algorithm"
1572112,"Data set"
860516,Fractal
2767857,Privacy
2767857,"Information retrieval"
2767857,"Information privacy"
2767857,Twitter
2767857,"Medical record"
2767857,"User (computing)"
2767857,"World Wide Web"
2602297,"Information retrieval"
2602297,"3D modeling"
2602297,"Information filtering system"
2602297,"Relevance feedback"
2602297,"Web search engine"
2602297,"Problem solving"
2602297,"Statistical model"
1835526,"Discounted cumulative gain"
1835526,"Web search engine"
1835526,"World Wide Web"
1277750,Distillation
1277750,Utility
1277750,"Mathematical optimization"
1572109,Emotion
1572109,Music
1572109,Subjectivity
1572109,Aesthetics
1572109,"Affect display"
1572109,"Scientific modelling"
312647,"Document classification"
1148334,"Semi-structured data"
1148334,"Written language"
1148334,"Vector space model"
1148334,XML
2767758,"Non-parametric statistics"
2767758,"Parametric statistics"
2767758,"Topic model"
2767758,"Market segmentation"
2767758,"Sentiment analysis"
2767758,"Product design"
2767758,"Web 2.0"
1572111,"Mass spectrometry"
1572111,"Information retrieval"
1572111,Proteomics
1572111,Protein
1572111,"Tandem mass spectrometry"
1572111,Interdisciplinarity
1572111,"Statistical significance"
2348460,Preference
2348460,"Collaborative filtering"
2348460,"Recommender system"
2348460,"Decision theory"
860444,"Question answering"
860444,"Event-driven programming"
860444,WordNet
860444,"Text corpus"
860444,"World Wide Web"
860444,"Quality assurance"
2009954,"Social environment"
2009954,"Context (language use)"
2009954,"User-generated content"
2009954,"Social networking service"
2009954,Twitter
2009954,"Public relations"
160738,"Information retrieval"
160738,"Application software"
160738,"Least squares"
160738,"Subject indexing"
160738,"Document retrieval"
160738,"Relevance (information retrieval)"
160738,MEDLINE
1572077,"Inductive reasoning"
1572077,"Feature selection"
1572077,"Automatic transmission"
1572077,Abstraction
1572077,Meronymy
1572077,Is-a
1572077,Co-occurrence
1148243,"Cluster analysis"
1148243,"Information retrieval"
1148243,Regulation
1148243,Database
1148243,"Community Fingerprinting"
1009101,"Web page"
1009101,"Question answering"
1009101,"Text corpus"
1009101,"World Wide Web"
1009101,"Natural language"
1009101,"Cluster analysis"
1009101,Median
215367,"Document classification"
215367,Statistics
215367,"Noise reduction"
564483,"String (computer science)"
564483,"Corpus linguistics"
564483,"Text corpus"
564483,Statistics
564483,"Stochastic process"
383975,"Document classification"
383975,"Thresholding (image processing)"
383975,Overfitting
383975,"Decision making"
383975,"Local search (optimization)"
383975,Risk
1835670,"Software framework"
1835670,"Training set"
1835670,"Data set"
1835670,"Web search engine"
1835670,"Statistical classification"
2010016,"First-order logic"
2010016,"Optimization problem"
2010016,"Web mining"
2010016,"World Wide Web"
1076058,Centroid
1076058,"Document classification"
1076058,"Feature selection"
1076058,Orthogonality
1076058,OCFS
1076058,"Feature extraction"
1076058,"Open Directory Project"
1148228,"Information retrieval"
1148228,"Data analysis"
1148228,"Metasearch engine"
1148228,"World Wide Web"
1148228,Multimedia
1571969,"Data compression"
1571969,"World Wide Web"
1571969,"Web page"
1571969,"Inverted index"
1571969,"Web search engine"
1571969,Throughput
1571969,"Cluster analysis"
2609617,"Personalized search"
2609617,"3D modeling"
2609617,"Search engine optimization"
2609617,"Web search engine"
2609617,Personalization
2609617,"Top-level domain"
2609617,"User (computing)"
803137,"Block (data storage)"
803137,"Information retrieval"
291068,Robot
291068,"World Wide Web"
291079,"Game engine"
291079,"Web search engine"
291079,"Parallel computing"
2484118,"Music video"
2484118,Video
2484118,"Video hosting service"
2484118,"Audio signal"
2484118,Music
2348347,"Word order"
2348347,Word
2348347,Dictionary
2348347,Translation
2348347,"Sentence (linguistics)"
2348347,"Longest common subsequence problem"
2348347,"Optical character recognition"
860448,"Web search engine"
860448,"Network analysis"
860448,PageRank
860448,"World Wide Web"
860448,Intranet
1076068,"Network analysis"
1076068,Webgraph
1076068,PageRank
1076068,Hyperlink
1076068,Ranking
1076068,"Node (computer science)"
1076068,"Web page"
1390440,"Statistical classification"
1390440,"Open Directory Project"
1390440,"Linnaean taxonomy"
1390440,N-gram
1390440,"Support vector machine"
1076056,"Collaborative filtering"
1076056,Smoothing
1076056,Scalability
1076056,MovieLens
1076056,"Cluster analysis"
1390416,"Information retrieval"
1390416,Archive
1390416,"Language model"
1390416,"Likelihood function"
1390416,"Document retrieval"
1390416,Probability
1390441,"Document classification"
1390441,"Probabilistic latent semantic analysis"
1390441,"Statistical model"
1390441,"Statistical classification"
1390441,"Web application"
2348355,"Information retrieval"
2348355,"Tree structure"
2348355,"Path (graph theory)"
2348355,"Tree (data structure)"
2348355,"Natural language"
2348355,"Multiple sequence alignment"
2010085,"Modeling language"
2010085,"Text Retrieval Conference"
2010085,"Information retrieval"
1572139,Patent
1572139,"Claim (patent)"
1572139,"Patent examiner"
1572139,"Patent application"
2348358,"Google Groups"
2348358,"Social media"
2348358,"User (computing)"
2348358,"User-generated content"
2348358,Twitter
2348358,"HTML element"
2348358,"Job performance"
1390499,Semantics
1390499,"World Wide Web"
1390499,"Semantic analysis (linguistics)"
1390499,WISA
1390499,"Data set"
1390499,Annotation
1390499,"Regression analysis"
2767772,Semantics
2767772,"Recommender system"
2767772,"User-generated content"
2767772,Overfitting
383968,"Conceptual model"
383968,"Cross-language information retrieval"
383968,Monolingualism
383968,"Parallel text"
383968,"Machine translation"
383968,"Generative model"
383968,Lexicon
383968,Multilingualism
1277910,"Logistic regression"
1277910,"Data collection"
1277910,"Maximum likelihood"
1277910,"Mark and recapture"
1277910,Probability
1835497,"Concept map"
1835497,"Image retrieval"
1835497,"User interface"
1835497,Semantics
1835497,Database
1835497,Map
1009113,"Resource (Web)"
1009113,Ranking
1009113,"World Wide Web"
1009113,"Google Search"
1009113,"Network analysis"
1009113,PageRank
1009113,Hyperlink
1076097,"Music video"
1076097,"Automatic (Prince song)"
1076097,"Musical analysis"
1076097,Lyrics
1076097,Music
1076097,Close-up
1076097,"Shot (filmmaking)"
1835470,"Cognitive bias"
1835470,Externality
1835470,Rationality
1835470,Bias
1835470,"Bayesian inference"
1835470,Hypothesis
1835470,"Affect (psychology)"
1572073,"Web search engine"
1572073,"Search algorithm"
1148224,"Internet forum"
1148224,PageRank
1148224,Ranking
1148224,Hyperlink
1148224,Bias
1148224,Personalization
1390355,"Learning to rank"
1390355,"Ranking SVM"
1390355,"Discounted cumulative gain"
1390355,"Precision and recall"
1390355,"Loss function"
1390355,"Information retrieval"
1390355,"Support vector machine"
860485,"Non-negative matrix factorization"
860485,"Document clustering"
860485,"Document-term matrix"
860485,"Latent semantic analysis"
860485,"Latent semantic indexing"
860485,"Text corpus"
860485,"Cluster analysis"
1277898,"Learning to rank"
1277898,"Distributed web crawling"
1277898,Ranking
1277898,"Web search engine"
1277898,"Web page"
1277898,"Support vector machine"
1277809,"Information retrieval"
1277809,"Ranking SVM"
1277809,"Discounted cumulative gain"
1277809,"Learning to rank"
1277809,"Okapi BM25"
1277809,"Document retrieval"
1277809,Ranking
2348387,"Conceptual model"
2348387,"Question answering"
2348387,"Role model"
2348387,"Dual role"
2348387,"Recommender system"
2348387,"Digital rights management"
1571954,Wikipedia
1571954,"Document retrieval"
1571954,"Text Retrieval Conference"
1571954,"Language model"
1571954,"Information retrieval"
1009029,"Document clustering"
1009029,"Data point"
1009029,"Non-negative matrix factorization"
1009029,"Linear combination"
1009029,"Linear equation"
1009029,Coefficient
1009029,"Errors and residuals in statistics"
1390540,Phrase
1390540,Semantics
1390540,"Text Retrieval Conference"
1390540,"Information retrieval"
1390540,Wikipedia
312687,"Information retrieval"
312687,"Language model"
312687,"Distributed database"
290974,"Distributed database"
290974,"Information retrieval"
243202,"Query expansion"
1390363,Folksonomy
1390363,"Personalized search"
1390363,"IBM Connections"
1390363,"Bookmark (World Wide Web)"
1390363,"Delicious (website)"
1390363,"Index term"
1390363,"Web 2.0"
1390363,"Web page"
2009988,"Image retrieval"
2009988,Manifold
2009988,"Nearest neighbor graph"
2009988,"Adjacency matrix"
2009988,"Content-based image retrieval"
2009988,"Graph theory"
2009988,"Algorithmic efficiency"
2009988,"Data set"
1390408,"Multinomial distribution"
1390408,"Conceptual model"
1390408,"Dirichlet distribution"
1390408,"Bayesian probability"
1390408,"Generative model"
1390408,"Statistical model"
1390408,"Mixture model"
1390408,"Language model"
1390375,"Relevance feedback"
1390375,"Logistic regression"
1390375,Overfitting
1390375,"Text Retrieval Conference"
1390375,"Feature vector"
1390375,"Information retrieval"
1835525,"Web search engine"
1835525,"Context awareness"
1835525,"Scientific method"
1835525,Laboratory
2767710,"Learning to rank"
2767710,"Relevance (information retrieval)"
2767710,Perceptron
2767710,"Loss function"
2767710,"Machine learning"
2348294,"Locality-sensitive hashing"
2348294,"Information retrieval"
2348294,Scalability
2348294,"Nearest neighbor search"
2348294,"Content-based image retrieval"
2348294,"Clustering high-dimensional data"
2348294,Multimedia
1009060,"Usenet newsgroup"
1009060,"Conversation threading"
1009060,"Internet forum"
1009060,"World Wide Web"
1076059,"Matrix (mathematics)"
1076059,SimRank
1076059,Hyperlink
1076059,"Web page"
1076059,"Web search engine"
1076059,"World Wide Web"
1076059,Sequence
75347,"Distributed computing"
75347,"Information retrieval"
75347,Database
75347,"Computer network"
2010116,"Collaborative filtering"
2010116,"Regularization (mathematics)"
2010116,"Recommender system"
1390475,"Clickthrough rate"
1390467,"Complex question"
1390467,"Question answering"
1390467,"Complex system"
1390467,"Performance metric"
1390467,Factoid
511759,Tf¿idf
511759,"Relevance (information retrieval)"
511759,"Information retrieval"
860555,"Metasearch engine"
860555,"Demand (economics)"
1390371,"Training set"
1390371,"Statistical classification"
1390371,Multilingualism
1390371,"Latent semantic analysis"
1390371,"Supervised learning"
1076180,"Index (publishing)"
1076180,"Information retrieval"
1076180,Email
1076180,"Enterprise search"
1076180,"Text Retrieval Conference"
1076180,Metadata
1076180,"Data integration"
2609569,"Image retrieval"
2609569,Personalization
2609569,Suggestion
2609569,Twitter
2609569,"Web search query"
2609569,"Exploratory search"
2634362,Entity
2634362,"Mathematical optimization"
1076179,"Information retrieval"
1076179,Retrospective
1076179,"Language model"
1076179,"Independence (probability theory)"
1277872,Probability
2609626,"Need for cognition"
2609626,"Information foraging"
2609626,"Online and offline"
2609626,"Trait theory"
2609626,Effortfulness
2348315,Ranking
2348315,Laboratory
2348315,"Correlation and dependence"
1148333,"Multiclass classification"
1148333,"Graph theory"
1148333,"Document classification"
1148333,"Semi-supervised learning"
1148333,"Correlation and dependence"
2609451,"Data fusion"
2609451,"Relevance (information retrieval)"
2609451,"Information retrieval"
2609451,"Text Retrieval Conference"
1390556,"Cross-language information retrieval"
1390556,"Web search engine"
1390556,"Game engine"
1009099,"Tacit knowledge"
1009099,Emergence
1009099,"Social network"
1009099,"Consensus decision-making"
1009099,"Computer file"
2484051,Terabyte
2484051,"Information retrieval"
2484051,"Text Retrieval Conference"
2484051,"Query optimization"
2484051,Adaptation
2484232,"Information foraging"
2484232,"Need for cognition"
2348494,"Web document"
2348494,"Tag (metadata)"
2348494,"Document retrieval"
2348494,N-gram
2348494,"Document classification"
2348494,"White paper"
2348494,"Text corpus"
2348494,"Data set"
253205,"Vector space model"
253205,"Query optimization"
253205,"Standard Boolean model"
253205,"Query language"
253205,"Information retrieval"
253205,"Lp space"
253205,"Correlation and dependence"
253205,"Model theory"
253217,"Information retrieval"
253217,"Machine learning"
62452,"Information retrieval"
62452,"Data analysis"
62452,"Software framework"
1390343,"Unsupervised learning"
1390343,Website
1390343,"Graphical model"
1390343,"Web mining"
1390343,"Web page"
1390343,"Dirichlet process"
1390343,"Information retrieval"
1390336,"Association fallacy"
1390336,"Computational biology"
1390336,"Homology (biology)"
1390336,"Protein domain"
1390336,Biology
1390336,"Protein function prediction"
564439,"Cluster analysis"
564439,"Statistical classification"
564439,"Vector space model"
564439,"Document classification"
564439,"Product classification"
564439,"Field (mathematics)"
564439,"User interface"
1572144,"Information retrieval"
1277992,"Document retrieval"
1277992,Peer-to-peer
1277992,"Information retrieval"
1277992,"Query expansion"
1277992,Resource
1277992,Routing
312748,Statistics
1390565,"Information retrieval"
1390565,Peer-to-peer
1390565,XML
1390565,Self-documenting
1390565,Tf¿idf
1390565,"Vector space model"
1390565,"Precision and recall"
511300,"File format"
511300,"Data hierarchy"
511300,"Pointer (computer programming)"
511300,"Inverted index"
511300,"Node (computer science)"
511300,"Boolean function"
511300,"Data structure"
2611185,"Real-time computing"
2611185,Obesity
2611185,"Location-based service"
2611185,"Cardiovascular disease"
2611185,Hypertension
2611185,"Lifestyle (sociology)"
2611185,"Mobile application development"
1277880,"Model selection"
1277880,"Language model"
1277880,"Query expansion"
1277880,"Computer performance"
1277880,"Value (personal and cultural)"
2484223,"Information retrieval"
2484223,"Human¿computer interaction"
62505,"Information retrieval"
62505,Law
62505,"Natural environment"
62505,Typesetting
62505,"Secondary source"
215361,"Grammatical case"
215361,"Information space"
215361,"Search theory"
133216,"Real estate"
133216,"User interface"
133216,"User (computing)"
133216,Database
133216,"Software testing"
133216,"Natural language"
133216,"Direct manipulation interface"
253532,"Natural language"
253532,"Gerard Salton"
253532,Navigator
253532,Stemming
253532,"United States National Library of Medicine"
253532,"Document retrieval"
253532,Encyclopedia
253532,Thesaurus
